id,amount,source_account,dest_account,timestamp,category,priority
17662,7402.67,ACC0860,ACC0614,1734307707391,WITHDRAWAL,2
17663,3427.80,ACC0264,ACC0425,1708084911540,TRANSFER,1
17664,8038.38,ACC0089,ACC0627,1735280903468,TRANSFER,4
17665,7528.04,ACC0750,ACC0409,1722561413710,PAYMENT,2
17666,9517.19,ACC0624,ACC0426,1723105000529,FEE,5
17667,6238.75,ACC0288,ACC0297,1705184235785,REFUND,2
17668,1815.65,ACC0936,ACC0366,1715385720672,PAYMENT,5
17669,1420.98,ACC0730,ACC0223,1717494652580,PURCHASE,3
17670,4624.85,ACC0972,ACC0083,1723945804845,FEE,1
17671,3212.17,ACC0754,ACC0943,1710439674781,PURCHASE,5
17672,734.11,ACC0310,ACC0007,1729345892022,INTEREST,4
17673,3654.87,ACC0293,ACC0537,1710448316803,PURCHASE,3
17674,5695.99,ACC0040,ACC0199,1726247754830,WITHDRAWAL,1
17675,2261.53,ACC0025,ACC0102,1725742347413,DEPOSIT,5
17676,7790.63,ACC0995,ACC0758,1729304626007,INTEREST,4
17677,7970.97,ACC0271,ACC0144,1717629187700,DEPOSIT,5
17678,6856.50,ACC0129,ACC0078,1725716916205,REFUND,3
17679,778.87,ACC0364,ACC0027,1732298649523,FEE,2
17680,5467.32,ACC0076,ACC0209,1733137068808,WITHDRAWAL,3
17681,2615.93,ACC0136,ACC0725,1735499901049,INTEREST,3
17682,1159.46,ACC0446,ACC0909,1728442253422,INTEREST,2
17683,4785.36,ACC0069,ACC0783,1734328483952,WITHDRAWAL,4
17684,8438.88,ACC0593,ACC0411,1733475399338,PAYMENT,3
17685,8409.78,ACC0056,ACC0020,1710097178300,DEPOSIT,4
17686,295.04,ACC0268,ACC0635,1735671155725,PAYMENT,1
17687,5351.72,ACC0777,ACC0417,1725681941454,TRANSFER,5
17688,4993.33,ACC0090,ACC0122,1717111437286,PURCHASE,2
17689,269.07,ACC0302,ACC0561,1721837203233,TRANSFER,3
17690,4967.79,ACC0933,ACC0871,1735238100372,PAYMENT,1
17691,4830.27,ACC0012,ACC0513,1732188275632,PAYMENT,3
17692,423.97,ACC0293,ACC0357,1710849509190,FEE,5
17693,6667.56,ACC0006,ACC0760,1712542993726,DEPOSIT,2
17694,288.08,ACC0740,ACC0276,1715175290544,DEPOSIT,3
17695,8246.80,ACC0350,ACC0743,1707653774375,PURCHASE,5
17696,1673.72,ACC0501,ACC0614,1704184613547,FEE,1
17697,7945.07,ACC0512,ACC0156,1712369423183,TRANSFER,3
17698,846.33,ACC0226,ACC0309,1709077288464,DEPOSIT,1
17699,9330.67,ACC0944,ACC0347,1716584321246,INTEREST,2
17700,3465.16,ACC0172,ACC0727,1704820321595,WITHDRAWAL,2
17701,8882.31,ACC0243,ACC0778,1723296430449,WITHDRAWAL,1
17702,8137.76,ACC0987,ACC0632,1734936994460,DEPOSIT,3
17703,5499.72,ACC0443,ACC0388,1732951491329,WITHDRAWAL,2
17704,372.88,ACC0619,ACC0587,1717777739219,PAYMENT,3
17705,8570.87,ACC0304,ACC0169,1715842341783,PAYMENT,5
17706,5004.10,ACC0339,ACC0607,1727775421951,TRANSFER,3
17707,6787.47,ACC0530,ACC0289,1734952845944,FEE,5
17708,626.68,ACC0105,ACC0359,1726873533634,FEE,3
17709,3554.36,ACC0884,ACC0093,1731773765556,PURCHASE,5
17710,5589.55,ACC0682,ACC0535,1724003463838,REFUND,3
17711,4710.54,ACC0454,ACC0641,1729500293648,INTEREST,3
17712,5438.13,ACC0075,ACC0462,1720587706898,PURCHASE,2
17713,5066.82,ACC0858,ACC0362,1725060394783,DEPOSIT,1
17714,7963.36,ACC0939,ACC0729,1724093025739,INTEREST,4
17715,8949.75,ACC0865,ACC0070,1721577210267,PAYMENT,2
17716,9973.75,ACC0722,ACC0995,1705611146250,PURCHASE,2
17717,2310.56,ACC0973,ACC0162,1714942845374,WITHDRAWAL,2
17718,9815.73,ACC0369,ACC0081,1716312923079,INTEREST,1
17719,1654.30,ACC0254,ACC0197,1712224581365,INTEREST,4
17720,4842.94,ACC0838,ACC0907,1709073996304,PAYMENT,2
17721,9624.04,ACC0698,ACC0532,1713253339055,FEE,4
17722,5277.43,ACC0570,ACC0061,1709535578577,INTEREST,2
17723,2111.35,ACC0141,ACC0152,1729214693035,FEE,4
17724,5960.75,ACC0865,ACC0764,1709233914877,WITHDRAWAL,4
17725,4656.82,ACC0075,ACC0245,1729160519623,PURCHASE,5
17726,1806.02,ACC0133,ACC0126,1729869794892,TRANSFER,2
17727,9970.10,ACC0587,ACC0809,1724191451963,TRANSFER,4
17728,977.97,ACC0241,ACC0675,1707468288569,PURCHASE,2
17729,2965.51,ACC0526,ACC0200,1724911661995,INTEREST,1
17730,133.15,ACC0927,ACC0259,1730657822692,WITHDRAWAL,5
17731,5499.72,ACC0443,ACC0388,1732951492153,WITHDRAWAL,2
17732,7817.66,ACC0704,ACC0018,1733496346522,FEE,2
17733,78.13,ACC0526,ACC0550,1721579646756,PURCHASE,4
17734,5045.26,ACC0718,ACC0977,1733189334164,FEE,1
17735,572.89,ACC0701,ACC0400,1732549682415,PAYMENT,4
17736,373.83,ACC0326,ACC0722,1727719535365,PAYMENT,5
17737,7922.76,ACC0084,ACC0864,1710387988616,PURCHASE,5
17738,4340.69,ACC0835,ACC0361,1705070015145,TRANSFER,3
17739,4726.64,ACC0520,ACC0865,1711426445577,PURCHASE,2
17740,6411.82,ACC0636,ACC0974,1735053024725,FEE,2
17741,28.52,ACC0871,ACC0666,1727677165370,INTEREST,2
17742,1244.34,ACC0296,ACC0685,1727070427674,PAYMENT,3
17743,443.70,ACC0288,ACC0945,1709528731278,PURCHASE,4
17744,3719.45,ACC0775,ACC0636,1734657542585,PAYMENT,1
17745,4458.62,ACC0312,ACC0187,1705768138872,REFUND,2
17746,9051.60,ACC0701,ACC0778,1714796549172,PURCHASE,1
17747,1542.69,ACC0872,ACC0060,1711808628413,PURCHASE,3
17748,9874.23,ACC0980,ACC0508,1711864930025,DEPOSIT,4
17749,1725.21,ACC0401,ACC0227,1709950214702,FEE,5
17750,9651.92,ACC0545,ACC0621,1731465389890,DEPOSIT,1
17751,2251.51,ACC0374,ACC0801,1720246472629,TRANSFER,1
17752,1464.23,ACC0174,ACC0395,1733141933077,WITHDRAWAL,2
17753,466.02,ACC0685,ACC0249,1719083325372,DEPOSIT,5
17754,9698.86,ACC0042,ACC0894,1710302754857,WITHDRAWAL,2
17755,9233.48,ACC0150,ACC0383,1727555403323,FEE,5
17756,2426.56,ACC0768,ACC0788,1716760786228,DEPOSIT,5
17757,4780.36,ACC0799,ACC0022,1713663975052,FEE,3
17758,1628.98,ACC0246,ACC0411,1734391016808,PAYMENT,2
17759,1929.88,ACC0126,ACC0024,1733081409249,PURCHASE,2
17760,6349.73,ACC0180,ACC0198,1713300293125,PAYMENT,3
17761,4997.07,ACC0691,ACC0018,1708531808700,REFUND,3
17762,898.09,ACC0989,ACC0380,1730540975525,REFUND,4
17763,742.20,ACC0667,ACC0301,1713355501963,REFUND,3
17764,3482.15,ACC0959,ACC0868,1716911710284,PAYMENT,5
17765,8201.72,ACC0473,ACC0935,1729463464021,PURCHASE,2
17766,982.83,ACC0193,ACC0350,1733151135486,PURCHASE,5
17767,9676.24,ACC0295,ACC0225,1715292354910,TRANSFER,2
17768,4013.38,ACC0578,ACC0807,1713219062917,PURCHASE,5
17769,5894.25,ACC0967,ACC0551,1726756110441,TRANSFER,1
17770,9850.10,ACC0780,ACC0439,1713938711340,WITHDRAWAL,4
17771,8438.55,ACC0339,ACC0715,1715666042483,TRANSFER,5
17772,2196.93,ACC0930,ACC0688,1707721157474,TRANSFER,3
17773,7030.29,ACC0510,ACC0596,1707917021551,DEPOSIT,5
17774,3642.62,ACC0661,ACC1000,1732698414312,PURCHASE,4
17775,5397.63,ACC0142,ACC0167,1711333571332,REFUND,4
17776,6482.29,ACC0642,ACC0169,1715721437494,FEE,1
17777,7749.99,ACC0571,ACC0108,1727105978583,INTEREST,2
17778,6822.12,ACC0388,ACC0656,1722207159681,INTEREST,4
17779,6404.98,ACC0895,ACC0713,1723508894005,DEPOSIT,2
17780,4964.25,ACC0417,ACC1000,1705424711029,WITHDRAWAL,2
17781,5772.15,ACC0114,ACC0149,1734680025900,TRANSFER,3
17782,8633.06,ACC0036,ACC0227,1705242031686,TRANSFER,5
17783,7988.59,ACC0904,ACC0037,1714304712418,TRANSFER,5
17784,7586.98,ACC0969,ACC0131,1718752643110,WITHDRAWAL,1
17785,2289.26,ACC0689,ACC0233,1710365486843,FEE,2
17786,898.09,ACC0989,ACC0380,1730540976733,REFUND,4
17787,2959.04,ACC0087,ACC0762,1728976363448,DEPOSIT,3
17788,5274.87,ACC0265,ACC0063,1716638632266,INTEREST,5
17789,7346.71,ACC0308,ACC0517,1724197825799,WITHDRAWAL,3
17790,60000.00,ACC0817,ACC0034,1717284810847,DEPOSIT,2
17791,2678.44,ACC0359,ACC0451,1727893025411,PURCHASE,3
17792,8716.04,ACC0244,ACC0960,1730195531689,PAYMENT,1
17793,8326.88,ACC0072,ACC0783,1708037169319,PURCHASE,2
17794,8642.80,ACC0837,ACC0773,1713601002108,DEPOSIT,3
17795,817.98,ACC0103,ACC0816,1711010073351,PURCHASE,1
17796,8956.04,ACC0232,ACC0293,1717064709021,INTEREST,4
17797,6072.49,ACC0059,ACC0133,1710051276281,INTEREST,1
17798,7228.50,ACC0923,ACC0352,1707509805541,INTEREST,1
17799,3869.58,ACC0640,ACC0005,1733991130749,WITHDRAWAL,2
17800,3682.01,ACC0278,ACC0863,1712793409037,TRANSFER,4
17801,4917.99,ACC0627,ACC0165,1723746654546,FEE,3
17802,5243.26,ACC0027,ACC0346,1716140517244,FEE,4
17803,9850.10,ACC0780,ACC0439,1713938711558,WITHDRAWAL,4
17804,6933.57,ACC0690,ACC0255,1730238293827,REFUND,4
17805,1728.71,ACC0239,ACC0829,1713050233246,PURCHASE,4
17806,9698.30,ACC0086,ACC0501,1705301411908,FEE,3
17807,8986.29,ACC0405,ACC0497,1725160182570,REFUND,3
17808,3065.10,ACC0313,ACC0052,1707912179466,PAYMENT,5
17809,7230.37,ACC0538,ACC0799,1724490402919,REFUND,4
17810,2642.68,ACC0963,ACC0410,1717116761427,INTEREST,5
17811,9954.84,ACC0341,ACC0576,1716357561510,PURCHASE,5
17812,851.87,ACC0352,ACC0817,1706479937274,PAYMENT,4
17813,4237.26,ACC0137,ACC0206,1732741507246,FEE,4
17814,3881.16,ACC0456,ACC0971,1721824643810,FEE,2
17815,7886.75,ACC0620,ACC0496,1730187401048,FEE,2
17816,6314.16,ACC0006,ACC0306,1716685634540,WITHDRAWAL,2
17817,9775.97,ACC0469,ACC0768,1728475747777,REFUND,1
17818,4253.68,ACC0368,ACC0975,1734353528981,TRANSFER,3
17819,3683.92,ACC0820,ACC0728,1718834604739,DEPOSIT,2
17820,2812.70,ACC0146,ACC0372,1731919354133,TRANSFER,1
17821,6396.15,ACC0071,ACC0526,1712341454360,TRANSFER,2
17822,3602.14,ACC0417,ACC0363,1718465960001,PAYMENT,5
17823,8331.38,ACC0086,ACC0344,1734601478050,PURCHASE,4
17824,7828.51,ACC0684,ACC0576,1727516532162,REFUND,3
17825,3824.24,ACC0937,ACC0251,1733157637771,PURCHASE,1
17826,9159.21,ACC0673,ACC0436,1721031542118,FEE,1
17827,1595.66,ACC0157,ACC0474,1709261570257,WITHDRAWAL,5
17828,3449.27,ACC0373,ACC0809,1723804296915,TRANSFER,3
17829,947.40,ACC0072,ACC0610,1730600533246,REFUND,3
17830,6995.61,ACC0830,ACC0175,1732614445112,INTEREST,3
17831,5102.76,ACC0677,ACC0319,1727284280189,PURCHASE,3
17832,3188.58,ACC0960,ACC0335,1724928718821,FEE,4
17833,9762.63,ACC0479,ACC0948,1704146792338,PAYMENT,5
17834,234.01,ACC0759,ACC0997,1713085871447,WITHDRAWAL,2
17835,6221.75,ACC0289,ACC0277,1719890637431,TRANSFER,3
17836,8852.68,ACC0548,ACC0143,1720388788862,INTEREST,3
17837,3522.20,ACC0379,ACC0245,1720686505916,TRANSFER,5
17838,884.23,ACC0587,ACC0652,1732084167015,INTEREST,5
17839,787.63,ACC0781,ACC0028,1731778152931,PAYMENT,2
17840,3653.72,ACC0857,ACC0611,1727628464869,FEE,2
17841,850.05,ACC0910,ACC0522,1721515026770,REFUND,4
17842,9243.50,ACC0918,ACC0721,1717451544574,FEE,2
17843,6110.49,ACC0028,ACC0466,1706525743527,INTEREST,5
17844,5094.84,ACC0565,ACC0224,1707880582381,WITHDRAWAL,4
17845,1490.13,ACC0717,ACC0123,1718412447499,REFUND,5
17846,3584.69,ACC0899,ACC0650,1717578362585,TRANSFER,2
17847,6282.45,ACC0394,ACC0085,1712280878781,DEPOSIT,1
17848,8187.40,ACC0212,ACC0394,1722385606427,DEPOSIT,1
17849,9104.00,ACC0625,ACC0945,1733140502033,DEPOSIT,5
17850,9432.63,ACC0171,ACC0018,1714007745332,PAYMENT,4
17851,2811.65,ACC0689,ACC0490,1731916279160,WITHDRAWAL,2
17852,8524.80,ACC0129,ACC0537,1706985329885,TRANSFER,4
17853,5504.65,ACC0948,ACC0922,1704260713723,TRANSFER,2
17854,5467.29,ACC0753,ACC0794,1706455504510,TRANSFER,2
17855,6646.99,ACC0806,ACC0118,1730710917047,INTEREST,4
17856,9775.16,ACC0085,ACC0913,1719300570573,DEPOSIT,3
17857,944.71,ACC0629,ACC0990,1719096919558,PURCHASE,1
17858,4451.91,ACC0752,ACC0460,1735509302589,FEE,1
17859,7626.73,ACC0222,ACC0535,1724972382487,PURCHASE,5
17860,4926.54,ACC0211,ACC0072,1728758599275,REFUND,2
17861,4332.79,ACC0880,ACC0537,1723086464029,TRANSFER,4
17862,2249.92,ACC0591,ACC0762,1725050894303,FEE,5
17863,7836.42,ACC0146,ACC0211,1731147702111,DEPOSIT,3
17864,477.32,ACC0150,ACC0262,1724497270348,PURCHASE,3
17865,2205.32,ACC0103,ACC0380,1725681821362,WITHDRAWAL,2
17866,5096.52,ACC0539,ACC0808,1734013412319,TRANSFER,5
17867,2238.52,ACC0337,ACC0639,1727728348297,REFUND,5
17868,8384.13,ACC0191,ACC0560,1711140974555,DEPOSIT,1
17869,6997.26,ACC0170,ACC0040,1734271909877,DEPOSIT,1
17870,2791.85,ACC0284,ACC0221,1720248813286,WITHDRAWAL,3
17871,4094.63,ACC0395,ACC0731,1722428624933,DEPOSIT,4
17872,60000.00,ACC0765,ACC0416,1707318141245,WITHDRAWAL,4
17873,2375.39,ACC0809,ACC0463,1713458198142,DEPOSIT,5
17874,9976.21,ACC0996,ACC0717,1709103225807,PURCHASE,3
17875,8961.58,ACC0690,ACC0100,1735035430433,PURCHASE,5
17876,3424.05,ACC0595,ACC0230,1710849733994,INTEREST,1
17877,1855.33,ACC0702,ACC0919,1708996378418,INTEREST,5
17878,3103.78,ACC0842,ACC0945,1732991585863,WITHDRAWAL,4
17879,7626.73,ACC0222,ACC0535,1724972383170,PURCHASE,5
17880,1835.39,ACC0154,ACC0230,1728149603331,TRANSFER,3
17881,4709.95,ACC0767,ACC0519,1725815593415,WITHDRAWAL,4
17882,6331.04,ACC0956,ACC0761,1730282992912,TRANSFER,4
17883,6367.56,ACC0894,ACC0968,1705939440491,WITHDRAWAL,4
17884,4030.76,ACC0670,ACC0147,1711105578394,PAYMENT,1
17885,1611.12,ACC0205,ACC0895,1720199876237,INTEREST,2
17886,5994.21,ACC0092,ACC0127,1726349371215,PURCHASE,3
17887,6760.38,ACC0647,ACC0388,1714642086377,DEPOSIT,1
17888,7474.69,ACC0029,ACC0806,1706595939620,INTEREST,4
17889,756.27,ACC0586,ACC0005,1720507037387,PAYMENT,3
17890,2762.66,ACC0842,ACC0996,1733649426962,DEPOSIT,5
17891,6428.00,ACC0449,ACC0294,1714350617345,TRANSFER,3
17892,9367.74,ACC0181,ACC0333,1728602475499,DEPOSIT,2
17893,8596.68,ACC0212,ACC0273,1711847872118,WITHDRAWAL,5
17894,307.89,ACC0435,ACC0214,1716360640436,DEPOSIT,2
17895,5885.73,ACC0270,ACC0343,1723210763228,DEPOSIT,1
17896,9686.11,ACC0628,ACC0396,1718042853345,DEPOSIT,1
17897,248.19,ACC0980,ACC0187,1731110511103,TRANSFER,5
17898,9513.23,ACC0692,ACC0519,1712140552130,REFUND,3
17899,1712.27,ACC0061,ACC0694,1718553888458,INTEREST,2
17900,1394.69,ACC0439,ACC0976,1735448631891,REFUND,2
17901,2290.85,ACC0698,ACC0636,1724722918409,PURCHASE,3
17902,6607.38,ACC0479,ACC0247,1717915026886,DEPOSIT,2
17903,3934.84,ACC0435,ACC0066,1705615360131,FEE,3
17904,3185.59,ACC0570,ACC0200,1720968446365,INTEREST,4
17905,9546.56,ACC0500,ACC0884,1728664921181,DEPOSIT,1
17906,1544.76,ACC0431,ACC0505,1718690983746,INTEREST,1
17907,9588.44,ACC0335,ACC0595,1734811628132,WITHDRAWAL,5
17908,8163.20,ACC0322,ACC0280,1708738854374,REFUND,2
17909,3697.20,ACC0013,ACC0833,1735463571708,PURCHASE,5
17910,7707.21,ACC0370,ACC0139,1730016202454,TRANSFER,4
17911,9652.06,ACC0115,ACC0648,1709941772215,PAYMENT,5
17912,1165.39,ACC0804,ACC0691,1718210587931,REFUND,2
17913,5579.88,ACC0228,ACC0910,1721687481853,REFUND,4
17914,6791.48,ACC0319,ACC0266,1710052552805,WITHDRAWAL,1
17915,1966.26,ACC0831,ACC0894,1714973908224,TRANSFER,1
17916,5530.82,ACC0049,ACC0924,1708230284302,DEPOSIT,2
17917,2203.81,ACC0755,ACC0196,1716032580255,PURCHASE,5
17918,8256.89,ACC0896,ACC0167,1707851933336,FEE,1
17919,1416.83,ACC0470,ACC0850,1713616346054,DEPOSIT,2
17920,2699.72,ACC0055,ACC0510,1706909402724,PURCHASE,2
17921,7423.34,ACC0949,ACC0419,1713399208296,PAYMENT,3
17922,9127.61,ACC0606,ACC0016,1716172653615,FEE,5
17923,60000.00,ACC0785,ACC0588,1720279360816,FEE,5
17924,1749.19,ACC0662,ACC0590,1733838438659,REFUND,3
17925,693.77,ACC0631,ACC0736,1709937981283,WITHDRAWAL,2
17926,9807.64,ACC0077,ACC0164,1731190804080,PAYMENT,5
17927,5032.99,ACC0016,ACC0872,1720116912593,INTEREST,2
17928,8911.11,ACC0416,ACC0667,1730071752317,REFUND,1
17929,817.78,ACC0124,ACC0735,1705719845827,WITHDRAWAL,2
17930,3920.78,ACC0977,ACC0598,1727054159493,FEE,2
17931,2864.48,ACC0641,ACC0326,1725275563897,INTEREST,4
17932,5042.15,ACC0565,ACC0637,1729037626450,INTEREST,5
17933,60000.00,ACC0694,ACC0094,1727053192473,INTEREST,3
17934,8176.69,ACC0007,ACC0275,1712354840176,INTEREST,2
17935,6965.10,ACC0253,ACC0948,1709976377464,PURCHASE,1
17936,1565.35,ACC0927,ACC0484,1735440545485,REFUND,3
17937,5003.52,ACC0371,ACC0183,1716020131941,PAYMENT,1
17938,8188.70,ACC0251,ACC0539,1735381297835,WITHDRAWAL,4
17939,2373.41,ACC0822,ACC0088,1732817751988,TRANSFER,3
17940,2763.69,ACC0184,ACC0618,1717710312570,FEE,5
17941,7661.00,ACC0544,ACC0868,1705302497069,PAYMENT,4
17942,4930.29,ACC0215,ACC0668,1716557298569,WITHDRAWAL,4
17943,1421.71,ACC0653,ACC0978,1719269875031,WITHDRAWAL,5
17944,6092.66,ACC0122,ACC0212,1722159308853,INTEREST,3
17945,9175.90,ACC0657,ACC0278,1731582891061,WITHDRAWAL,1
17946,7481.97,ACC0852,ACC0623,1732425343693,PURCHASE,4
17947,7203.97,ACC0847,ACC0680,1712350442170,PAYMENT,2
17948,4058.24,ACC0834,ACC0988,1707009530003,DEPOSIT,4
17949,5509.79,ACC0650,ACC0400,1734559901044,WITHDRAWAL,4
17950,463.64,ACC0857,ACC0811,1732330695186,WITHDRAWAL,1
17951,5384.52,ACC0542,ACC0273,1730561286788,TRANSFER,4
17952,8362.87,ACC0661,ACC0721,1720290340410,TRANSFER,4
17953,8958.88,ACC0571,ACC0728,1728424185718,FEE,4
17954,5787.81,ACC0861,ACC0048,1705564544579,PURCHASE,4
17955,7150.04,ACC0493,ACC0816,1733217374044,INTEREST,5
17956,6625.89,ACC0210,ACC0679,1718577582350,DEPOSIT,4
17957,9174.22,ACC0060,ACC0293,1730269830950,DEPOSIT,1
17958,4037.70,ACC0145,ACC0402,1720459132238,REFUND,3
17959,7345.26,ACC0284,ACC0608,1718107049301,PURCHASE,2
17960,110.74,ACC0703,ACC0098,1712398065720,FEE,4
17961,6035.77,ACC0945,ACC0525,1733980840307,FEE,3
17962,2422.99,ACC0227,ACC0599,1724352745647,PAYMENT,1
17963,866.91,ACC0527,ACC0559,1729048006157,PURCHASE,5
17964,1932.90,ACC0967,ACC0567,1727686768957,REFUND,5
17965,5712.08,ACC0774,ACC0443,1720558805255,TRANSFER,2
17966,2643.26,ACC0987,ACC0452,1709485933851,PAYMENT,2
17967,7273.26,ACC0018,ACC0361,1727731115650,WITHDRAWAL,1
17968,4032.41,ACC0879,ACC0463,1725002754057,TRANSFER,1
17969,8066.46,ACC0967,ACC0271,1715969111855,INTEREST,1
17970,134.37,ACC0540,ACC0876,1710088589208,DEPOSIT,2
17971,6928.92,ACC0344,ACC0685,1720158528813,WITHDRAWAL,2
17972,2394.30,ACC0410,ACC0030,1706012495293,TRANSFER,5
17973,5965.13,ACC0320,ACC0655,1705018109315,DEPOSIT,2
17974,4147.39,ACC0458,ACC0086,1720997027511,REFUND,1
17975,5070.68,ACC0745,ACC0978,1722899374649,REFUND,3
17976,3193.60,ACC0796,ACC0112,1728848327697,FEE,1
17977,9427.70,ACC0854,ACC0878,1715885721214,WITHDRAWAL,3
17978,9701.43,ACC0087,ACC0169,1709669192569,DEPOSIT,5
17979,8800.02,ACC0459,ACC0040,1705704980455,DEPOSIT,1
17980,7853.19,ACC0174,ACC0878,1734825138244,FEE,1
17981,1349.84,ACC0541,ACC0914,1728325775360,INTEREST,5
17982,4314.47,ACC0422,ACC0986,1705937774342,PAYMENT,2
17983,9553.48,ACC0478,ACC0946,1732598884814,PAYMENT,5
17984,398.76,ACC0946,ACC0589,1705120833156,DEPOSIT,3
17985,6236.36,ACC0709,ACC0025,1718102435216,PAYMENT,5
17986,1108.66,ACC0399,ACC0881,1706732642978,WITHDRAWAL,5
17987,5159.30,ACC0094,ACC0819,1727310348900,PURCHASE,2
17988,2890.88,ACC0991,ACC0261,1733499109729,PAYMENT,1
17989,7821.18,ACC0998,ACC0202,1723903750171,INTEREST,5
17990,6255.94,ACC0284,ACC0861,1732676232623,REFUND,2
17991,5637.67,ACC0131,ACC0199,1734106983205,REFUND,2
17992,2798.09,ACC0670,ACC0186,1716588168127,PAYMENT,2
17993,7456.49,ACC0350,ACC0254,1718590911407,INTEREST,4
17994,8285.35,ACC0013,ACC0582,1708260100425,PURCHASE,5
17995,8289.69,ACC0734,ACC0057,1727819359737,INTEREST,1
17996,7896.60,ACC0340,ACC0338,1710642864885,PURCHASE,1
17997,5941.11,ACC0499,ACC0610,1729561341381,FEE,4
17998,811.69,ACC0586,ACC0104,1732502973161,TRANSFER,5
17999,9773.36,ACC0876,ACC0677,1725306119754,TRANSFER,3
18000,8384.27,ACC0681,ACC0040,1715760082989,WITHDRAWAL,2
18001,9193.59,ACC0461,ACC0346,1712407618143,TRANSFER,1
18002,2965.01,ACC0391,ACC0254,1708245169415,PAYMENT,3
18003,8072.43,ACC0713,ACC0626,1713265731338,PAYMENT,5
18004,9784.07,ACC0462,ACC0939,1717977227884,PURCHASE,4
18005,9759.06,ACC0996,ACC0865,1721082686671,FEE,3
18006,2391.27,ACC0431,ACC0231,1732522124885,TRANSFER,5
18007,4532.71,ACC0479,ACC0490,1709962623993,WITHDRAWAL,4
18008,9486.55,ACC0682,ACC0774,1721114475435,INTEREST,3
18009,718.84,ACC0120,ACC0598,1727220816192,DEPOSIT,3
18010,4038.69,ACC0324,ACC0784,1726490365394,WITHDRAWAL,1
18011,5888.90,ACC0872,ACC0402,1730286915820,WITHDRAWAL,4
18012,635.65,ACC0915,ACC0332,1731315552850,PURCHASE,5
18013,7276.31,ACC0219,ACC0332,1727462897564,INTEREST,4
18014,9612.47,ACC0543,ACC0235,1725336411372,PAYMENT,4
18015,3077.66,ACC0362,ACC0108,1722432438387,PURCHASE,2
18016,967.16,ACC0805,ACC0257,1708797028797,WITHDRAWAL,4
18017,4988.80,ACC0186,ACC0052,1734745962750,PAYMENT,1
18018,9931.99,ACC0850,ACC0457,1712289546852,PAYMENT,5
18019,6959.94,ACC0846,ACC0141,1704678505301,INTEREST,4
18020,2402.10,ACC0180,ACC0187,1716028540287,WITHDRAWAL,2
18021,7709.19,ACC0778,ACC0168,1707330434780,INTEREST,1
18022,9599.05,ACC0927,ACC0719,1732625305976,TRANSFER,3
18023,6891.92,ACC0754,ACC0078,1733661750427,FEE,3
18024,5774.20,ACC0865,ACC0688,1707550601700,PURCHASE,5
18025,8131.99,ACC0383,ACC0350,1732161701401,INTEREST,2
18026,4655.82,ACC0721,ACC0908,1714951726786,FEE,1
18027,949.62,ACC0360,ACC0864,1704443734236,PURCHASE,4
18028,1732.33,ACC0926,ACC0279,1707487552493,DEPOSIT,1
18029,2653.37,ACC0070,ACC0028,1724556255386,TRANSFER,5
18030,7757.95,ACC0549,ACC0721,1704085651659,DEPOSIT,5
18031,5875.55,ACC0388,ACC0339,1722473084790,REFUND,4
18032,5567.93,ACC0320,ACC0232,1714076203321,PURCHASE,3
18033,7096.17,ACC0618,ACC0073,1730751869626,PURCHASE,1
18034,2441.32,ACC0386,ACC0995,1723395607871,DEPOSIT,2
18035,2727.55,ACC0608,ACC0544,1704920621514,WITHDRAWAL,5
18036,6792.73,ACC0857,ACC0770,1733297995852,DEPOSIT,1
18037,2276.89,ACC0400,ACC0520,1721270116271,DEPOSIT,5
18038,3757.37,ACC0792,ACC0501,1723282377428,REFUND,3
18039,4334.67,ACC0853,ACC0460,1708250164945,TRANSFER,5
18040,4082.05,ACC0778,ACC0041,1734600546953,TRANSFER,2
18041,3141.12,ACC0812,ACC0913,1735404386714,INTEREST,2
18042,7789.50,ACC0255,ACC0997,1724696043980,REFUND,4
18043,9117.28,ACC0174,ACC0038,1719256842159,FEE,3
18044,9409.04,ACC0194,ACC0593,1722260231565,REFUND,5
18045,3547.97,ACC0650,ACC0054,1732545414109,INTEREST,5
18046,1404.93,ACC0469,ACC0816,1716282810948,PURCHASE,3
18047,6906.55,ACC0926,ACC0263,1704865385419,REFUND,4
18048,9813.59,ACC0891,ACC0728,1715540109612,DEPOSIT,2
18049,5983.08,ACC0891,ACC0921,1730471972648,PAYMENT,2
18050,7624.84,ACC0967,ACC0089,1735194332480,PURCHASE,3
18051,8725.09,ACC0556,ACC0628,1722583880657,PURCHASE,2
18052,1303.20,ACC0403,ACC0877,1730859180487,PAYMENT,2
18053,5073.97,ACC0718,ACC0197,1712888367417,INTEREST,2
18054,2499.78,ACC0577,ACC0558,1732836343539,DEPOSIT,1
18055,2937.75,ACC0210,ACC0656,1732090638737,REFUND,5
18056,7754.05,ACC0981,ACC0557,1714683201420,PAYMENT,2
18057,7791.79,ACC0258,ACC0019,1731831364823,INTEREST,1
18058,7861.10,ACC0027,ACC0501,1733957913421,REFUND,4
18059,3368.75,ACC0182,ACC0546,1719933169972,TRANSFER,1
18060,3342.98,ACC0149,ACC0997,1730433889432,INTEREST,1
18061,104.84,ACC0261,ACC0710,1710492129291,PURCHASE,2
18062,9360.54,ACC0866,ACC0455,1717349562125,WITHDRAWAL,4
18063,8889.39,ACC0372,ACC0731,1720275002200,TRANSFER,2
